rank,symbol,date,close,dma_200,distance_to_200dma_pct,dma_50,rsi_14,volume_ratio,break_below_date,breakdown_low,recovery_from_breakdown_low_pct,score,setup,recovery_candidate,reasons,high_52w,distance_to_52w_high_pct,high_2y,distance_to_2y_high_pct,high_level_score,high_level_setup,high_level_candidate,high_level_reasons,combined_setup,pe_ratio,pb_ratio,eps,dividend_yield,market_cap,roe,roce,operating_margin,net_profit_margin,debt_to_equity,current_ratio,quick_ratio,interest_coverage,revenue_growth,eps_growth,profit_growth,fundamental_score
1,PETRONET,2026-08-14,282.6,279.26,1.2,278.79,55.2,2.54,2026-08-11,273.0,3.52,90,STRONG RETEST,True,at/above 200DMA; moving toward 200DMA; above breakdown low; above 50DMA; volume >=1.2x; RSI >=50,326.4,-13.42,384.2,-26.44,75,APPROACHING HIGH,True,within 15% of 52W high; above 200DMA; above 50DMA; RSI >=50; volume >=1.2x,BOTH,9.961226,1.9018266,28.37,354.0,423900053504.0,,,24.001,11.3199994,10.507,,,,-53.2,35.099999999999994,35.099999999999994,54
2,ASAHIINDIA,2026-08-14,939.2,912.78,2.89,886.18,62.29,3.46,2026-08-07,879.1,6.84,80,STRONG RETEST,True,at/above 200DMA; recovery >=5%; above 50DMA; volume >=1.2x; RSI >=50,1074.0,-12.55,1074.0,-12.55,75,APPROACHING HIGH,True,within 15% of 52W high; above 200DMA; above 50DMA; RSI >=50; volume >=1.2x,BOTH,54.039127,6.0853057,17.38,21.0,239427633152.0,,,17.254,8.457,55.868,,,,15.0,153.2,153.2,42
3,M&M,2026-08-14,3428.3,3354.41,2.2,3197.21,59.7,0.41,2026-02-27,2896.0,18.38,75,STRONG RETEST,True,at/above 200DMA; recovery >=10%; above 50DMA; RSI >=50,3839.9,-10.72,3839.9,-10.72,65,APPROACHING HIGH,True,within 15% of 52W high; above 200DMA; above 50DMA; RSI >=50,BOTH,20.876265,4.115483,164.22,96.0,4116573323264.0,,,17.031,8.609,125.278,,,,27.500000000000004,33.4,33.4,62
4,PNB,2026-08-14,118.0,115.28,2.36,109.21,68.53,0.57,2026-03-13,98.5,19.8,75,STRONG RETEST,True,at/above 200DMA; recovery >=10%; above 50DMA; RSI >=50,135.15,-12.69,135.15,-12.69,65,APPROACHING HIGH,True,within 15% of 52W high; above 200DMA; above 50DMA; RSI >=50,BOTH,6.1426344,0.86730266,19.21,254.99999999999997,1356167249920.0,14.965999,,29.404999999999998,38.147,,,,,15.2,1.9,1.9,72
5,SCHAEFFLER,2026-08-14,4043.2,4005.09,0.95,4119.89,44.28,2.56,2026-06-11,3811.1,6.09,75,STRONG RETEST,True,at/above 200DMA; moving toward 200DMA; recovery >=5%; volume >=1.2x,4467.7,-9.5,4467.7,-9.5,60,HIGH LEVEL,True,within 10% of 52W high; above 200DMA; volume >=1.2x,BOTH,50.43283,10.30154,80.17,87.0,631966990336.0,21.645,,14.774999,11.932000500000001,0.783,2.487,1.423,,17.299999999999997,13.0,13.0,69
6,BHARTIARTL,2026-08-14,1992.1,1949.39,2.19,1898.29,61.23,1.85,2026-08-10,1901.3,4.78,70,RECOVERY WATCH,True,at/above 200DMA; above breakdown low; above 50DMA; volume >=1.2x; RSI >=50,2174.5,-8.39,2174.5,-8.39,85,HIGH LEVEL,True,within 10% of 52W high; above 200DMA; above 50DMA; RSI >=50; volume >=1.2x,BOTH,41.667015,7.677307,47.81,120.0,12428031033344.0,20.151,,32.573003,13.139999999999999,100.415,0.57,0.358,,18.4,35.099999999999994,35.099999999999994,54
7,LT,2026-08-14,4057.0,3979.54,1.95,4001.52,58.06,0.55,2026-07-08,3720.0,9.06,70,RECOVERY WATCH,True,at/above 200DMA; recovery >=5%; above 50DMA; RSI >=50,4440.0,-8.63,4440.0,-8.63,75,HIGH LEVEL,True,within 10% of 52W high; above 200DMA; above 50DMA; RSI >=50,BOTH,33.670845,5.1065493,120.49,93.0,5581888815104.0,,,10.609999,5.588,97.64,,,,8.1,14.000000000000002,14.000000000000002,38
8,CAMS,2026-08-14,762.25,748.01,1.9,782.6,40.86,0.71,2026-06-10,720.0,5.87,65,RECOVERY WATCH,True,at/above 200DMA; moving toward 200DMA; recovery >=5%,844.9,-9.78,1073.5,-28.99,50,HIGH LEVEL,True,within 10% of 52W high; above 200DMA,BOTH,38.910156,14.310254,19.59,166.0,189264805888.0,,,40.046,31.785000000000004,4.863,,,,11.5,17.0,17.0,56
9,GMRAIRPORT,2026-08-14,101.51,100.4,1.1,108.19,31.86,0.69,2026-05-18,92.3,9.98,65,RECOVERY WATCH,True,at/above 200DMA; moving toward 200DMA; recovery >=5%,115.64,-12.22,115.64,-12.22,40,APPROACHING HIGH,True,within 15% of 52W high; above 200DMA,BOTH,253.77501,-42.687134,0.4,,1071841673216.0,,,25.013,3.0720001,,,,,23.7,,,47
10,IGIL,2026-08-14,345.9,338.29,2.25,352.63,46.4,0.24,2026-07-27,326.0,6.1,65,RECOVERY WATCH,True,at/above 200DMA; moving toward 200DMA; recovery >=5%,392.0,-11.76,642.3,-46.15,40,APPROACHING HIGH,True,within 15% of 52W high; above 200DMA,BOTH,29.214525,10.045888,11.84,145.0,149484027904.0,,,56.596000000000004,44.739000000000004,9.594,,,,23.200000000000003,32.0,32.0,74
11,CASTROLIND,2026-08-14,186.82,186.03,0.42,185.42,49.61,0.45,2025-08-22,170.1,9.83,60,RECOVERY WATCH,True,at/above 200DMA; recovery >=5%; above 50DMA,215.75,-13.41,284.4,-34.31,55,APPROACHING HIGH,True,within 15% of 52W high; above 200DMA; above 50DMA,BOTH,17.427238,9.694862,10.72,669.0,184787845120.0,56.996,,24.779,17.066,2.784,1.511,0.852,,25.0,42.1,42.1,79
12,AADHARHFC,2026-08-14,498.2,486.43,2.42,504.66,45.55,0.51,2026-06-18,481.75,3.41,55,RECOVERY WATCH,True,at/above 200DMA; moving toward 200DMA; above breakdown low,563.0,-11.51,563.0,-11.51,40,APPROACHING HIGH,True,within 15% of 52W high; above 200DMA,BOTH,19.529596,2.8785374,25.51,,218080821248.0,,,61.72299999999999,48.150999999999996,255.574,,,,19.6,18.4,18.4,68
13,NMDC,2026-08-14,84.4,82.89,1.82,85.59,46.45,1.12,2026-03-23,74.55,13.21,50,NEAR 200DMA,True,at/above 200DMA; recovery >=10%,97.49,-13.43,97.49,-13.43,40,APPROACHING HIGH,True,within 15% of 52W high; above 200DMA,BOTH,9.952831,2.1744733,8.48,415.00000000000006,742029393920.0,,,37.979,23.183,18.802,,,,6.0,0.4,0.4,56
14,CUB,2026-08-14,208.64,202.66,2.95,210.18,45.88,0.34,2026-06-10,187.65,11.19,50,NEAR 200DMA,True,at/above 200DMA; recovery >=10%,245.38,-14.97,245.38,-14.97,40,APPROACHING HIGH,True,within 15% of 52W high; above 200DMA,BOTH,14.744877,1.9565442,14.15,96.0,206717861888.0,,,50.985,37.791002,,,,,23.3,25.2,25.2,100
15,ASHOKLEY,2026-08-14,171.64,168.92,1.61,159.65,57.74,2.05,2026-07-07,147.59,16.3,105,STRONG RETEST,True,at/above 200DMA; moving toward 200DMA; recovery >=10%; above 50DMA; volume >=1.2x; RSI >=50,215.42,-20.32,215.42,-20.32,55,NORMAL,False,above 200DMA; above 50DMA; RSI >=50; volume >=1.2x,200DMA RECOVERY,28.993242,7.079106,5.92,204.0,,,,19.645001,6.021,344.737,,,,11.600000000000001,1.0,1.0,44
16,JUBLFOOD,2026-08-14,504.1,495.71,1.69,437.71,69.72,3.4,2025-07-22,408.55,23.39,105,STRONG RETEST,True,at/above 200DMA; moving toward 200DMA; recovery >=10%; above 50DMA; volume >=1.2x; RSI >=50,670.45,-24.81,796.75,-36.73,55,NORMAL,False,above 200DMA; above 50DMA; RSI >=50; volume >=1.2x,200DMA RECOVERY,89.22124,14.464019,5.65,24.0,,,,8.0299996,4.415,2.655,,,,20.3,,,35
17,BDL,2026-08-14,1398.0,1361.34,2.69,1299.54,69.61,6.41,2026-07-07,1221.0,14.5,105,STRONG RETEST,True,at/above 200DMA; moving toward 200DMA; recovery >=10%; above 50DMA; volume >=1.2x; RSI >=50,1654.0,-15.48,2096.6,-33.32,55,NORMAL,False,above 200DMA; above 50DMA; RSI >=50; volume >=1.2x,200DMA RECOVERY,98.03646,12.074311,14.26,37.0,512454361088.0,10.190000000000001,,7.3709995,17.214,0.007,2.01,0.825,,-73.0,-58.4,-58.4,46
18,SUPREMEIND,2026-08-14,3558.9,3582.53,-0.66,3423.6,58.92,1.34,2026-03-19,3140.0,13.34,105,STRONG RETEST,True,at/above 200DMA; moving toward 200DMA; recovery >=10%; above 50DMA; volume >=1.2x; RSI >=50,4664.9,-23.71,5720.0,-37.78,35,NORMAL,False,above 50DMA; RSI >=50; volume >=1.2x,200DMA RECOVERY,43.10161,7.3281016,82.57,101.0,452271374336.0,,,10.142,9.115,1.473,,,,4.2,38.7,38.7,52
19,BLS,2026-08-14,278.12,279.93,-0.65,251.79,73.93,1.81,2025-08-07,218.9,27.05,105,STRONG RETEST,True,at/above 200DMA; moving toward 200DMA; recovery >=10%; above 50DMA; volume >=1.2x; RSI >=50,405.0,-31.33,521.8,-46.7,35,NORMAL,False,above 50DMA; RSI >=50; volume >=1.2x,200DMA RECOVERY,15.847294,4.646485,17.55,108.0,114452561920.0,,,24.783,22.207001,15.468,,,,25.3,10.8,10.8,74
20,BHARTIHEXA,2026-08-14,1621.1,1617.58,0.22,1538.94,56.52,1.83,2026-08-04,1477.8,9.7,100,STRONG RETEST,True,at/above 200DMA; moving toward 200DMA; recovery >=5%; above 50DMA; volume >=1.2x; RSI >=50,1955.6,-17.1,2052.9,-21.03,55,NORMAL,False,above 200DMA; above 50DMA; RSI >=50; volume >=1.2x,200DMA RECOVERY,42.920307,11.312315,37.77,111.00000000000001,810549968896.0,,,31.945,18.999,85.654,,,,10.9,23.200000000000003,23.200000000000003,56
21,CESC,2026-08-14,167.83,166.65,0.71,166.67,56.58,4.52,2026-07-07,158.93,5.6,100,STRONG RETEST,True,at/above 200DMA; moving toward 200DMA; recovery >=5%; above 50DMA; volume >=1.2x; RSI >=50,204.5,-17.93,212.49,-21.02,55,NORMAL,False,above 200DMA; above 50DMA; RSI >=50; volume >=1.2x,200DMA RECOVERY,14.283404,1.7764677,11.75,369.0,222470488064.0,12.547,,12.3050004,8.304,164.311,0.921,0.766,,5.6000000000000005,17.8,17.8,43
22,JYOTICNC,2026-08-14,826.9,818.76,0.99,767.6,55.54,0.65,2026-08-07,738.9,11.91,95,STRONG RETEST,True,at/above 200DMA; moving toward 200DMA; recovery >=10%; above 50DMA; RSI >=50,1055.9,-21.69,1504.3,-45.03,45,NORMAL,False,above 200DMA; above 50DMA; RSI >=50,200DMA RECOVERY,58.438168,9.402361,14.15,,188056174592.0,,,18.441999,14.681,42.585,,,,24.0,-20.1,-20.1,34
23,PFIZER,2026-08-14,4874.8,4815.62,1.23,4637.19,57.21,0.32,2026-02-12,4360.1,11.8,95,STRONG RETEST,True,at/above 200DMA; moving toward 200DMA; recovery >=10%; above 50DMA; RSI >=50,5873.5,-17.0,6451.15,-24.44,45,NORMAL,False,above 200DMA; above 50DMA; RSI >=50,200DMA RECOVERY,31.055614,5.306124,156.97,150.0,223011028992.0,,,35.717999999999996,28.608,1.671,,,,8.3,6.6000000000000005,6.6000000000000005,52
24,CEATLTD,2026-08-14,3688.8,3643.27,1.25,3547.64,54.95,0.19,2026-07-17,3309.1,11.47,95,STRONG RETEST,True,at/above 200DMA; moving toward 200DMA; recovery >=10%; above 50DMA; RSI >=50,4438.0,-16.88,4438.0,-16.88,45,NORMAL,False,above 200DMA; above 50DMA; RSI >=50,200DMA RECOVERY,25.264025,2.5360997,146.01,95.0,149212299264.0,,,4.1450000000000005,3.583,64.742,,,,22.3,-96.2,-96.2,42
25,CLEAN,2026-08-14,821.5,809.1,1.53,770.43,63.78,0.6,2025-07-18,652.0,26.0,95,STRONG RETEST,True,at/above 200DMA; moving toward 200DMA; recovery >=10%; above 50DMA; RSI >=50,1256.8,-34.64,1643.95,-50.03,45,NORMAL,False,above 200DMA; above 50DMA; RSI >=50,200DMA RECOVERY,37.4601,5.515607,21.93,73.0,87311089664.0,,,28.083000000000002,23.719,0.135,,,,10.5,4.7,4.7,70
26,TEGA,2026-08-14,1703.8,1754.54,-2.89,1661.3,63.24,1.93,2026-06-18,1473.0,15.67,95,STRONG RETEST,True,within 3% of 200DMA; moving toward 200DMA; recovery >=10%; above 50DMA; volume >=1.2x; RSI >=50,2125.0,-19.82,2328.9,-26.84,35,NORMAL,False,above 50DMA; RSI >=50; volume >=1.2x,200DMA RECOVERY,454.34668,3.7868536,3.75,12.0,128002572288.0,5.939,,6.630999999999999,8.4309995,11.693,4.715,3.845,,-1.7000000000000002,-63.6,-63.6,20
27,MRPL,2026-08-14,170.54,166.6,2.36,162.15,52.59,0.28,2026-08-10,161.2,5.79,90,STRONG RETEST,True,at/above 200DMA; moving toward 200DMA; recovery >=5%; above 50DMA; RSI >=50,212.31,-19.67,219.99,-22.48,45,NORMAL,False,above 200DMA; above 50DMA; RSI >=50,200DMA RECOVERY,9.516741,2.097534,17.92,235.0,298888200192.0,,,2.396,2.8670002,108.059,,,,120.39999999999999,,,60
28,BRITANNIA,2026-08-14,5558.0,5680.0,-2.15,5354.29,56.21,0.75,2026-03-19,5035.0,10.39,85,STRONG RETEST,True,within 3% of 200DMA; moving toward 200DMA; recovery >=10%; above 50DMA; RSI >=50,6336.0,-12.28,6469.9,-14.09,45,NORMAL,False,within 15% of 52W high; above 50DMA; RSI >=50,200DMA RECOVERY,51.287254,26.21624,108.37,163.0,1338745946112.0,,,15.212,13.376,26.875,,,,8.200000000000001,13.600000000000001,13.600000000000001,36
29,SBFC,2026-08-14,94.05,96.89,-2.93,92.22,55.83,0.41,2026-01-20,79.6,18.15,85,STRONG RETEST,True,within 3% of 200DMA; moving toward 200DMA; recovery >=10%; above 50DMA; RSI >=50,123.0,-23.54,123.0,-23.54,25,NORMAL,False,above 50DMA; RSI >=50,200DMA RECOVERY,21.5711,2.7916298,4.36,,104160116736.0,,,58.550999999999995,44.877997,195.685,,,,24.6,28.599999999999998,28.599999999999998,74
30,COCHINSHIP,2026-08-14,1496.5,1535.22,-2.52,1446.39,58.89,1.07,2026-05-15,1356.6,10.31,85,STRONG RETEST,True,within 3% of 200DMA; moving toward 200DMA; recovery >=10%; above 50DMA; RSI >=50,1979.9,-24.42,2545.0,-41.2,25,NORMAL,False,above 50DMA; RSI >=50,200DMA RECOVERY,54.93759,6.703518,27.24,89.0,393700409344.0,12.517,,18.714,14.272000000000002,28.466,1.331,0.354,,-15.6,-3.8,-3.8,24
31,KFINTECH,2026-08-14,940.0,962.38,-2.33,894.14,56.43,0.66,2025-11-10,784.95,19.75,85,STRONG RETEST,True,within 3% of 200DMA; moving toward 200DMA; recovery >=10%; above 50DMA; RSI >=50,1215.0,-22.63,1641.35,-42.73,25,NORMAL,False,above 50DMA; RSI >=50,200DMA RECOVERY,47.61905,9.69312,19.74,128.0,162499756032.0,,,26.552999999999997,24.400999000000002,3.314,,,,30.099999999999998,-2.5,-2.5,48
32,JSL,2026-08-14,737.85,751.77,-1.85,711.27,56.17,0.66,2026-05-08,652.25,13.12,85,STRONG RETEST,True,within 3% of 200DMA; moving toward 200DMA; recovery >=10%; above 50DMA; RSI >=50,884.0,-16.53,884.0,-16.53,25,NORMAL,False,above 50DMA; RSI >=50,200DMA RECOVERY,18.760487,13.507057,39.33,54.0,607951388672.0,,,9.104,7.379,37.523,,,,10.5,7.6,7.6,50
33,HAVELLS,2026-08-14,1298.0,1314.76,-1.27,1204.82,66.88,0.71,2025-09-24,1123.6,15.52,85,STRONG RETEST,True,within 3% of 200DMA; moving toward 200DMA; recovery >=10%; above 50DMA; RSI >=50,1621.1,-19.93,2106.0,-38.37,25,NORMAL,False,above 50DMA; RSI >=50,200DMA RECOVERY,50.0,8.610682,25.96,92.0,814575058944.0,,,5.302,6.923,2.801,,,,19.5,-16.6,-16.6,30
34,BEL,2026-08-14,410.8,419.76,-2.14,408.23,58.27,0.58,2026-07-07,382.2,7.48,80,STRONG RETEST,True,within 3% of 200DMA; moving toward 200DMA; recovery >=5%; above 50DMA; RSI >=50,473.45,-13.23,473.45,-13.23,45,NORMAL,False,within 15% of 52W high; above 50DMA; RSI >=50,200DMA RECOVERY,48.788597,12.517901,8.42,61.0,3002857160704.0,,,22.134999999999998,21.403,0.273,,,,24.9,8.3,8.3,76
35,RITES,2026-08-14,221.06,220.44,0.28,216.83,49.44,0.25,2026-07-14,210.24,5.15,80,STRONG RETEST,True,at/above 200DMA; moving toward 200DMA; recovery >=5%; above 50DMA,280.9,-21.3,384.0,-42.43,35,NORMAL,False,above 200DMA; above 50DMA,200DMA RECOVERY,25.438437,3.9687612,8.69,252.99999999999997,106242269184.0,,,18.431,16.983,0.236,,,,8.7,8.4,8.4,64
36,BANKINDIA,2026-08-14,144.1,147.76,-2.47,142.97,53.56,0.46,2026-07-22,135.62,6.25,80,STRONG RETEST,True,within 3% of 200DMA; moving toward 200DMA; recovery >=5%; above 50DMA; RSI >=50,178.36,-19.21,178.36,-19.21,25,NORMAL,False,above 50DMA; RSI >=50,200DMA RECOVERY,5.364855,0.7214199,26.86,323.0,656039411712.0,13.697000000000001,,48.535000000000004,34.992000000000004,,,,,18.5,80.30000000000001,80.30000000000001,84
37,COHANCE,2026-08-14,440.65,442.57,-0.43,437.72,51.24,0.43,2026-08-12,438.5,0.49,80,STRONG RETEST,True,at/above 200DMA; moving toward 200DMA; above breakdown low; above 50DMA; RSI >=50,1038.9,-57.58,1360.0,-67.6,25,NORMAL,False,above 50DMA; RSI >=50,200DMA RECOVERY,158.50719,4.3186584,2.78,,168591523840.0,,,-11.457,4.961,9.928,,,,-23.1,-96.8,-96.8,8
38,BRIGADE,2026-08-14,591.55,583.57,1.37,540.23,59.51,1.11,2025-11-04,450.75,31.24,75,STRONG RETEST,True,at/above 200DMA; recovery >=10%; above 50DMA; RSI >=50,802.01,-26.24,1086.53,-45.56,45,NORMAL,False,above 200DMA; above 50DMA; RSI >=50,200DMA RECOVERY,29.846115,28.286232,19.82,34.0,192941342720.0,10.786,,20.204,11.311,84.316,1.241,0.26,,-0.2,-42.3,-42.3,34
39,MPHASIS,2026-08-14,2545.0,2478.76,2.67,2340.14,63.59,0.57,2026-02-04,2013.0,26.43,75,STRONG RETEST,True,at/above 200DMA; recovery >=10%; above 50DMA; RSI >=50,3037.2,-16.21,3237.95,-21.4,45,NORMAL,False,above 200DMA; above 50DMA; RSI >=50,200DMA RECOVERY,25.381472,4.2841005,100.27,244.0,485629394944.0,17.743999,,14.783,11.5559995,24.675,1.459,1.265,,17.5,10.7,10.7,59
40,JSWDULUX,2026-08-14,3167.4,3083.74,2.71,3096.47,59.25,0.69,2026-07-07,2862.0,10.67,75,STRONG RETEST,True,at/above 200DMA; recovery >=10%; above 50DMA; RSI >=50,3745.0,-15.42,4674.0,-32.23,45,NORMAL,False,above 200DMA; above 50DMA; RSI >=50,200DMA RECOVERY,7.347592,5.883686,,,144244375552.0,,,,,,,,,,,,100
41,ABREL,2026-08-14,1402.9,1438.05,-2.44,1357.36,52.1,1.46,2025-07-04,1080.1,29.89,75,STRONG RETEST,True,within 3% of 200DMA; recovery >=10%; above 50DMA; volume >=1.2x; RSI >=50,1965.3,-28.62,3140.0,-55.32,35,NORMAL,False,above 50DMA; RSI >=50; volume >=1.2x,200DMA RECOVERY,,4.1930685,-31.85,18.0,155129659392.0,-8.911,,-186.002,-24.914,152.371,1.437,0.252,,,,,12
42,SARDAEN,2026-08-14,531.15,521.38,1.87,510.3,61.67,1.04,2026-07-30,487.9,8.86,70,RECOVERY WATCH,True,at/above 200DMA; recovery >=5%; above 50DMA; RSI >=50,639.75,-16.98,639.75,-16.98,45,NORMAL,False,above 200DMA; above 50DMA; RSI >=50,200DMA RECOVERY,16.582893,2.5415702,32.03,38.0,187167326208.0,,,35.115,19.941,35.204,,,,-1.5,5.4,5.4,42
43,HEXT,2026-08-14,569.85,582.21,-2.12,540.83,53.78,0.12,2026-07-30,548.8,3.84,70,RECOVERY WATCH,True,within 3% of 200DMA; moving toward 200DMA; above breakdown low; above 50DMA; RSI >=50,829.4,-31.29,900.0,-36.68,25,NORMAL,False,above 50DMA; RSI >=50,200DMA RECOVERY,26.103985,5.177395,21.83,250.0,347489959936.0,21.473,,13.739,9.318,10.18,1.432,1.121,,17.9,-12.5,-12.5,47
44,HINDZINC,2026-08-14,561.9,571.34,-1.65,549.86,50.42,1.02,2026-08-14,557.8,0.74,70,RECOVERY WATCH,True,within 3% of 200DMA; moving toward 200DMA; above breakdown low; above 50DMA; RSI >=50,733.0,-23.34,733.0,-23.34,25,NORMAL,False,above 50DMA; RSI >=50,200DMA RECOVERY,14.326874,10.491822,39.22,374.0,2374206750720.0,,,54.706999999999994,38.068000000000005,39.034,,,,71.7,144.6,144.6,80
45,CDSL,2026-08-14,1344.4,1359.51,-1.11,1332.85,50.88,0.44,2026-07-21,1305.0,3.02,70,RECOVERY WATCH,True,within 3% of 200DMA; moving toward 200DMA; above breakdown low; above 50DMA; RSI >=50,1673.7,-19.67,1989.8,-32.44,25,NORMAL,False,above 50DMA; RSI >=50,200DMA RECOVERY,59.513058,14.337361,22.59,95.0,280979603456.0,23.913,,38.09,36.923,0.11,2.917,2.464,,4.2,-19.900000000000002,-19.900000000000002,63
46,ABBOTINDIA,2026-08-14,27060.0,27340.9,-1.03,26978.6,42.24,1.7,2026-08-14,27000.0,0.22,70,RECOVERY WATCH,True,within 3% of 200DMA; moving toward 200DMA; above breakdown low; above 50DMA; volume >=1.2x,34060.0,-20.55,37000.0,-26.86,25,NORMAL,False,above 50DMA; volume >=1.2x,200DMA RECOVERY,35.587,12.044059,760.39,194.0,575006113792.0,,,30.604,23.044,3.602,,,,8.7,17.1,17.1,50
47,LINDEINDIA,2026-08-14,6696.0,6655.52,0.61,7007.52,39.63,0.67,2025-09-24,5673.0,18.03,70,RECOVERY WATCH,True,at/above 200DMA; moving toward 200DMA; recovery >=10%,8049.0,-16.81,8780.0,-23.74,20,NORMAL,False,above 200DMA,200DMA RECOVERY,104.16926,13.3846655,64.28,6.0,571063140352.0,,,20.444000000000003,20.587,,,,,13.100000000000001,676.4,676.4,68
48,ANGELONE,2026-08-14,287.3,283.54,1.32,324.36,31.65,0.76,2026-02-16,208.63,37.71,70,RECOVERY WATCH,True,at/above 200DMA; moving toward 200DMA; recovery >=10%,360.45,-20.29,360.45,-20.29,20,NORMAL,False,above 200DMA,200DMA RECOVERY,25.953026,4.2775254,11.07,173.0,262502383616.0,,,24.655001000000002,20.698,129.314,,,,23.0,100.0,100.0,74
49,NUVOCO,2026-08-14,331.55,333.74,-0.66,329.74,44.42,0.32,2026-08-14,330.25,0.39,70,RECOVERY WATCH,True,at/above 200DMA; moving toward 200DMA; above breakdown low; above 50DMA,477.5,-30.57,477.5,-30.57,15,NORMAL,False,above 50DMA,200DMA RECOVERY,31.160711,1.157679,10.64,,118415122432.0,,,10.953,3.329,48.061,,,,8.9,19.8,19.8,38
50,CHALET,2026-08-14,825.1,826.27,-0.14,816.61,48.48,0.7,2026-08-11,811.8,1.64,70,RECOVERY WATCH,True,at/above 200DMA; moving toward 200DMA; above breakdown low; above 50DMA,1070.1,-22.9,1082.0,-23.74,15,NORMAL,False,above 50DMA,200DMA RECOVERY,34.250725,4.882711,24.09,24.0,,,,33.731,22.12,64.041,,,,-42.699999999999996,-57.699999999999996,-57.699999999999996,28
51,TIMKEN,2026-08-14,3275.8,3274.7,0.03,3349.23,52.49,0.62,2026-08-11,3164.7,3.51,65,RECOVERY WATCH,True,at/above 200DMA; moving toward 200DMA; above breakdown low; RSI >=50,3925.0,-16.54,3958.95,-17.26,30,NORMAL,False,above 200DMA; RSI >=50,200DMA RECOVERY,57.804836,8.454114,56.67,8.0,246401531904.0,,,15.506,11.8389994,0.5,,,,16.6,14.799999999999999,14.799999999999999,62
52,DMART,2026-08-14,4060.0,4039.6,0.5,4086.76,53.08,0.66,2026-08-12,4010.0,1.25,65,RECOVERY WATCH,True,at/above 200DMA; moving toward 200DMA; above breakdown low; RSI >=50,4949.5,-17.97,5484.85,-25.98,30,NORMAL,False,above 200DMA; RSI >=50,200DMA RECOVERY,86.19958,10.799423,47.1,,2648118657024.0,,,6.447,4.2919997,9.913,,,,14.899999999999999,11.4,11.4,36
53,TATAPOWER,2026-08-14,382.05,390.74,-2.22,385.24,50.66,2.31,2026-06-25,367.85,3.86,65,RECOVERY WATCH,True,within 3% of 200DMA; moving toward 200DMA; above breakdown low; volume >=1.2x; RSI >=50,464.9,-17.82,494.85,-22.79,20,NORMAL,False,RSI >=50; volume >=1.2x,200DMA RECOVERY,31.652859,3.0924454,12.07,65.0,1220779442176.0,,,14.453,6.0890004,168.051,,,,5.6000000000000005,10.9,10.9,38
54,FORTIS,2026-08-14,929.0,919.23,1.06,956.63,46.2,1.1,2026-08-12,879.1,5.68,65,RECOVERY WATCH,True,at/above 200DMA; moving toward 200DMA; recovery >=5%,1104.3,-15.87,1104.3,-15.87,20,NORMAL,False,above 200DMA,200DMA RECOVERY,65.376495,7.0875993,14.21,11.0,701356113920.0,,,16.316,11.023,34.15,,,,17.5,2.3,2.3,36
55,PAGEIND,2026-08-14,36750.0,36923.35,-0.47,39957.0,30.76,3.82,2026-08-13,36410.0,0.93,65,RECOVERY WATCH,True,at/above 200DMA; moving toward 200DMA; above breakdown low; volume >=1.2x,47310.0,-22.32,50590.0,-27.36,10,NORMAL,False,volume >=1.2x,200DMA RECOVERY,54.102196,27.279732,679.27,218.00000000000003,409904873472.0,,,18.332,14.126,18.422,,,,7.9,-4.0,-4.0,22
56,AMBER,2026-08-14,7222.0,7246.59,-0.34,7550.01,43.66,2.61,2026-08-10,6951.0,3.9,65,RECOVERY WATCH,True,at/above 200DMA; moving toward 200DMA; above breakdown low; volume >=1.2x,8974.0,-19.52,8974.0,-19.52,10,NORMAL,False,volume >=1.2x,200DMA RECOVERY,277.76923,5.813523,26.0,,254703812608.0,,,6.387,0.76,46.566,,,,14.099999999999998,-79.3,-79.3,22
57,MGL,2026-08-14,1138.7,1120.64,1.61,1127.13,55.28,0.79,2026-08-12,1114.0,2.22,60,RECOVERY WATCH,True,at/above 200DMA; above breakdown low; above 50DMA; RSI >=50,1378.0,-17.37,1988.0,-42.72,45,NORMAL,False,above 200DMA; above 50DMA; RSI >=50,200DMA RECOVERY,15.7235565,1.7499615,72.42,316.0,112478248960.0,,,9.854999000000001,8.382000000000001,3.461,,,,13.900000000000002,-39.300000000000004,-39.300000000000004,42
58,PERSISTENT,2026-08-14,5580.0,5476.48,1.89,5066.56,64.29,1.11,2026-08-12,5390.0,3.53,60,RECOVERY WATCH,True,at/above 200DMA; above breakdown low; above 50DMA; RSI >=50,6599.0,-15.44,6788.9,-17.81,45,NORMAL,False,above 200DMA; above 50DMA; RSI >=50,200DMA RECOVERY,45.66285,11.137925,122.2,65.0,871769178112.0,,,13.516,12.235999999999999,6.092,,,,29.099999999999998,12.1,12.1,56
59,COROMANDEL,2026-08-14,2095.3,2111.11,-0.75,2015.39,57.71,0.69,2026-08-05,2043.0,2.56,60,RECOVERY WATCH,True,at/above 200DMA; above breakdown low; above 50DMA; RSI >=50,2500.0,-16.19,2718.9,-22.94,25,NORMAL,False,above 50DMA; RSI >=50,200DMA RECOVERY,33.670258,4.9136887,62.23,52.0,617058795520.0,,,6.771999600000001,5.619,11.469,,,,15.9,-24.5,-24.5,30
